id,car_id,service_date,description,cost,odometer_reading
495,13622,2024-07-18,Routine oil and filter change,841.58,6997
496,14653,2024-09-08,Headlight replacement,84.2,4083
497,7349,2024-04-10,Air conditioning service,432.92,35752
498,1975,2023-01-08,Annual safety inspection,957.75,3005
499,2973,2023-05-21,Air conditioning service,331.81,15108
500,10817,2022-08-20,Windshield wiper replacement,199.58,32621
501,13988,2023-07-23,Windshield wiper replacement,195.28,41291
502,4135,2026-02-23,Wheel alignment,925.46,36136
503,11915,2023-11-26,Tire rotation and balancing,560.5,2120
504,12474,2023-06-24,Annual safety inspection,915.31,61813
505,9577,2023-06-05,Tire rotation and balancing,283.86,17574
506,717,2026-02-10,Transmission fluid flush,424.33,24798
507,14036,2026-02-18,Brake pad replacement,195.53,19628
508,8683,2025-11-26,Full detailing and cleaning,589.71,205041
509,4716,2023-09-23,Full detailing and cleaning,108.84,4825
510,14384,2022-09-13,Routine oil and filter change,170.3,26303
511,1841,2023-12-14,Annual safety inspection,622.7,41212
512,2486,2023-09-21,Wheel alignment,579.57,13947
513,10515,2026-01-03,Battery replacement,541.27,17277
514,2443,2026-01-23,Transmission fluid flush,376.61,58594
515,2500,2024-09-12,Brake pad replacement,983.21,31977
516,2835,2024-12-26,Engine diagnostic and tune-up,690.73,50632
517,8081,2025-08-19,Spark plug replacement,891.08,14812
518,1537,2023-12-27,Engine diagnostic and tune-up,149.35,636
519,9818,2023-09-03,Routine oil and filter change,761.98,30764
520,6685,2024-05-17,Wheel alignment,602.58,21854
521,6701,2024-05-25,Transmission fluid flush,413.45,3104
522,7829,2022-11-25,Full detailing and cleaning,437.72,24119
523,5860,2025-10-28,Wheel alignment,464.78,104202
524,5147,2026-03-04,Transmission fluid flush,445.67,53475
525,14453,2025-11-22,Windshield wiper replacement,52.56,72111
526,1655,2026-01-18,Battery replacement,666.15,21612
527,7173,2022-11-27,Air conditioning service,877.1,8122
528,9536,2026-06-11,Wheel alignment,812.42,15913
529,1674,2026-03-28,Battery replacement,690.26,14351
530,1151,2023-10-07,Annual safety inspection,723.67,74723
531,10635,2024-01-16,Headlight replacement,634.52,16029
532,3629,2024-09-03,Brake pad replacement,889.49,23632
533,8339,2023-05-30,Full detailing and cleaning,666.93,20874
534,10495,2022-12-29,Full detailing and cleaning,510.15,15601
535,12712,2025-09-24,Air conditioning service,503.81,31036
536,8202,2023-02-26,Transmission fluid flush,42.79,11090
537,9279,2024-08-31,Brake pad replacement,473.18,146563
538,284,2026-04-29,Coolant system flush,702.33,34363
539,4513,2024-12-31,Transmission fluid flush,204.33,123446
540,5291,2022-09-19,Air conditioning service,230.32,29490
541,7228,2023-10-23,Air conditioning service,111.65,60329
542,4679,2026-01-11,Windshield wiper replacement,518.23,4789
543,5951,2025-08-27,Windshield wiper replacement,215.25,10666
544,1359,2024-04-05,Engine diagnostic and tune-up,357.57,120297
545,6937,2024-12-10,Air conditioning service,815.05,11470
546,14763,2024-02-18,Battery replacement,799.08,5343
547,10580,2026-01-29,Air conditioning service,376.1,4817
548,11117,2025-05-26,Battery replacement,478.61,29692
549,3316,2026-04-02,Headlight replacement,412.08,50904
550,1493,2026-01-15,Engine diagnostic and tune-up,649.54,21888
551,14483,2026-05-24,Coolant system flush,800.72,9380
552,1756,2023-05-23,Wheel alignment,331.26,31846
553,10666,2024-12-15,Air conditioning service,326.45,65061
554,4920,2024-05-09,Engine diagnostic and tune-up,725.64,18066
555,13733,2024-05-22,Windshield wiper replacement,669.46,67837
556,4479,2025-12-03,Air conditioning service,94.5,2864
557,4094,2026-01-13,Annual safety inspection,779.49,12034
558,7591,2024-04-09,Battery replacement,524.44,4438
559,9078,2025-05-29,Suspension repair,416.66,1233
560,7646,2024-07-07,Wheel alignment,898.57,1473
561,10143,2025-03-14,Headlight replacement,391.66,27232
562,13824,2022-12-05,Battery replacement,149.29,23404
563,3784,2025-12-15,Suspension repair,602.65,4710
564,6247,2025-06-20,Routine oil and filter change,153.1,46834
565,14781,2024-11-17,Wheel alignment,958.14,6168
566,13501,2026-02-24,Headlight replacement,590.76,13644
567,14595,2024-03-07,Spark plug replacement,184.88,73221
568,240,2024-07-15,Wheel alignment,134.23,27650
569,14418,2025-11-12,Air conditioning service,964.19,62689
570,8639,2023-11-30,Battery replacement,955.9,48651
571,13236,2025-04-18,Wheel alignment,783.18,49795
572,6934,2023-08-17,Full detailing and cleaning,468.79,54204
573,10498,2023-03-09,Coolant system flush,635.1,1528
574,10501,2025-11-29,Windshield wiper replacement,676.65,31078
575,9864,2022-09-10,Annual safety inspection,321.1,5789
576,5901,2024-10-03,Windshield wiper replacement,432.47,39429
577,12539,2022-09-26,Battery replacement,199.06,4277
578,7873,2024-02-27,Suspension repair,126.07,2485
579,11639,2025-10-20,Coolant system flush,268.67,73119
580,4173,2025-07-15,Headlight replacement,782.67,27058
581,11355,2026-06-07,Brake pad replacement,995.63,10383
582,14098,2024-05-08,Brake pad replacement,897.17,15675
583,863,2022-07-06,Engine diagnostic and tune-up,608.71,5259
584,13949,2025-09-09,Air conditioning service,935.37,95279
585,13169,2025-10-29,Annual safety inspection,68.44,99273
586,14392,2026-04-03,Windshield wiper replacement,364.11,170835
587,14579,2023-02-05,Routine oil and filter change,934.22,5320
588,1492,2025-07-12,Routine oil and filter change,48.96,163505
589,6304,2026-04-20,Windshield wiper replacement,941.65,10064
590,3570,2025-11-07,Brake pad replacement,669.11,14094
591,4907,2022-08-23,Brake pad replacement,480.17,7910
592,5806,2024-05-06,Coolant system flush,243.3,1378
593,4887,2024-05-02,Transmission fluid flush,656.17,7435
594,2350,2024-01-18,Tire rotation and balancing,495.95,7714
595,7940,2025-07-24,Battery replacement,269.61,155970
596,13811,2025-02-28,Transmission fluid flush,891.93,6079
597,8274,2024-02-07,Routine oil and filter change,378.86,11824
598,10879,2023-07-17,Full detailing and cleaning,719.55,3398
599,7418,2023-02-01,Spark plug replacement,385.75,119512
600,5667,2024-09-13,Windshield wiper replacement,352.77,13743
601,5286,2023-12-01,Suspension repair,67.48,135014
602,12770,2024-06-12,Windshield wiper replacement,217.57,16434
603,4309,2022-08-06,Battery replacement,585.04,2905
604,812,2025-11-28,Full detailing and cleaning,839.33,77924
605,7865,2023-03-10,Air conditioning service,586.26,42449
606,500,2026-02-08,Routine oil and filter change,893.97,31311
607,1272,2024-03-01,Windshield wiper replacement,937.24,8784
608,7461,2022-12-04,Tire rotation and balancing,191.59,32885
609,6371,2025-11-30,Suspension repair,953.09,1917
610,3309,2025-01-26,Spark plug replacement,591.44,52623
611,6764,2025-06-27,Windshield wiper replacement,284.05,36191
612,4037,2025-06-10,Brake pad replacement,621.67,6178
613,14866,2024-09-15,Tire rotation and balancing,50.04,43372
614,4952,2023-06-22,Headlight replacement,544.4,3554
615,1574,2024-08-05,Windshield wiper replacement,46.87,1184
616,7986,2022-11-08,Wheel alignment,254.64,136213
617,7465,2023-12-23,Headlight replacement,274.51,31686
618,14690,2025-02-25,Headlight replacement,355.77,6075
619,10143,2025-12-02,Routine oil and filter change,909.11,22547
620,1317,2024-01-14,Full detailing and cleaning,899.64,42348
621,636,2024-06-16,Engine diagnostic and tune-up,317.46,51284
622,9955,2023-06-20,Windshield wiper replacement,667.96,37897
623,11904,2023-07-26,Full detailing and cleaning,66.8,31471
624,6932,2026-02-14,Wheel alignment,804.15,103078
625,8253,2022-07-05,Windshield wiper replacement,349.02,7136
626,11599,2023-05-01,Coolant system flush,491.13,9421
627,8025,2026-05-07,Engine diagnostic and tune-up,669.91,9737
628,3956,2025-11-07,Brake pad replacement,218.68,132283
629,5181,2022-11-18,Suspension repair,99.59,7858
630,10700,2024-12-11,Windshield wiper replacement,158.68,12573
631,9792,2022-07-08,Full detailing and cleaning,563.97,76134
632,10080,2024-11-14,Air conditioning service,518.99,12764
633,11361,2023-02-14,Wheel alignment,136.99,89659
634,10660,2026-05-06,Air conditioning service,455.28,14483
635,3817,2025-04-06,Battery replacement,618.12,47098
636,2789,2022-12-31,Headlight replacement,845.99,126866
637,11525,2025-06-29,Suspension repair,971.46,33502
638,12119,2025-01-04,Windshield wiper replacement,755.6,18443
639,9364,2025-08-03,Transmission fluid flush,287.69,9850
640,8226,2023-03-31,Routine oil and filter change,802.02,18961
641,8099,2023-11-01,Wheel alignment,337.83,5606
642,9759,2024-08-18,Routine oil and filter change,830.5,110733
643,5743,2023-04-25,Headlight replacement,654.01,24988
644,8419,2023-03-18,Routine oil and filter change,657.28,10454
645,13876,2025-04-28,Headlight replacement,940.5,24828
646,10332,2025-07-03,Brake pad replacement,611.7,32308
647,13856,2023-09-20,Headlight replacement,889.99,89822
648,5288,2022-12-06,Wheel alignment,192.71,56327
649,7115,2024-03-10,Transmission fluid flush,133.43,7321
650,3705,2023-12-14,Tire rotation and balancing,574.16,25442
651,10579,2025-11-03,Air conditioning service,447.22,7723
652,7722,2023-01-26,Headlight replacement,557.28,13487
653,7643,2026-01-10,Coolant system flush,373.99,196024
654,2059,2023-10-04,Wheel alignment,623.91,9483
655,8768,2022-11-05,Brake pad replacement,347.34,33233
656,8096,2025-12-06,Brake pad replacement,708.73,9009
657,4296,2023-12-04,Suspension repair,635.96,62451
658,5073,2025-05-30,Transmission fluid flush,451.87,48837
659,3792,2025-11-25,Air conditioning service,723.69,45540
660,8517,2023-09-05,Tire rotation and balancing,658.25,13145
661,3698,2026-04-09,Windshield wiper replacement,708.82,128874
662,6177,2023-09-03,Headlight replacement,43.64,35833
663,14813,2026-04-18,Wheel alignment,596.88,33263
664,5867,2023-09-11,Wheel alignment,989.67,2309
665,7620,2024-08-25,Wheel alignment,256.95,11868
666,6703,2022-08-01,Windshield wiper replacement,57.47,8524
667,925,2023-05-11,Transmission fluid flush,869.18,60248
668,5960,2023-12-08,Spark plug replacement,127.4,8890
669,3741,2025-03-06,Brake pad replacement,136.52,2814
670,5233,2026-01-22,Wheel alignment,865.23,14581
671,10512,2022-08-26,Routine oil and filter change,952.18,9210
672,9096,2022-08-22,Full detailing and cleaning,675.22,10261
673,2593,2024-04-15,Full detailing and cleaning,407.49,38460
674,7865,2023-08-28,Routine oil and filter change,647.98,74587
675,12721,2022-08-06,Brake pad replacement,963.36,8928
676,9915,2024-05-04,Windshield wiper replacement,157.15,42731
677,3707,2024-09-22,Routine oil and filter change,756.39,22859
678,2622,2024-09-14,Windshield wiper replacement,626.96,4983
679,6176,2025-01-19,Suspension repair,49.94,15836
680,8496,2025-02-11,Wheel alignment,493.02,706
681,3980,2025-12-15,Windshield wiper replacement,111.48,21253
682,13852,2024-10-11,Coolant system flush,360.22,36690
683,7575,2023-01-10,Routine oil and filter change,822.29,635
684,11129,2025-05-30,Wheel alignment,534.73,10463
685,3193,2022-07-27,Brake pad replacement,152.27,98669
686,10547,2025-09-30,Engine diagnostic and tune-up,643.15,16900
687,11739,2023-08-13,Annual safety inspection,267.98,9883
688,11508,2022-07-12,Air conditioning service,550.82,87339
689,12185,2023-03-03,Engine diagnostic and tune-up,244.04,84010
690,9459,2023-05-30,Air conditioning service,767.42,37993
691,5673,2026-05-12,Tire rotation and balancing,990.21,1913
692,5114,2022-10-13,Spark plug replacement,193.19,42179
693,13179,2024-06-04,Transmission fluid flush,590.57,122
694,11797,2026-01-18,Wheel alignment,782.25,83934
695,13554,2026-06-02,Brake pad replacement,616.88,15500
696,11613,2023-07-03,Spark plug replacement,878.71,7739
697,14018,2026-01-14,Suspension repair,215.92,7233
698,3764,2022-06-30,Full detailing and cleaning,792.64,2820
699,9876,2025-06-14,Tire rotation and balancing,336.13,22447
700,12631,2023-01-21,Windshield wiper replacement,931.98,43746
701,9554,2025-05-15,Brake pad replacement,972.32,12619
702,4465,2023-01-16,Air conditioning service,432.35,61613
703,11550,2024-11-27,Air conditioning service,203.26,232
704,9464,2024-07-09,Brake pad replacement,180.1,14410
705,3892,2025-11-25,Coolant system flush,220.33,768
706,11652,2024-12-25,Routine oil and filter change,636.62,19698
707,12013,2024-11-28,Coolant system flush,300.11,21021
708,13514,2024-01-28,Engine diagnostic and tune-up,911.37,75021
709,14571,2025-03-24,Full detailing and cleaning,978.15,8568
710,11536,2022-07-02,Headlight replacement,369.81,15312
711,14442,2025-06-24,Engine diagnostic and tune-up,749.78,56976
712,11073,2026-04-27,Brake pad replacement,908.24,67794
713,1063,2026-04-03,Coolant system flush,272.97,3089
714,3928,2025-01-12,Annual safety inspection,727.22,159922
715,77,2023-09-29,Coolant system flush,659.07,23331
716,6983,2026-03-13,Brake pad replacement,862.16,27751
717,9510,2025-04-14,Routine oil and filter change,379.33,8498
718,4905,2024-06-17,Brake pad replacement,702.61,17664
719,13741,2025-04-22,Spark plug replacement,230.41,12436
720,5244,2025-04-05,Windshield wiper replacement,721.56,42132
721,7249,2025-10-16,Engine diagnostic and tune-up,268.3,17994
722,1957,2024-08-27,Air conditioning service,699.03,56011
723,5385,2024-03-13,Spark plug replacement,503.81,44771
724,7561,2023-11-13,Full detailing and cleaning,733.73,14050
725,2131,2024-02-25,Annual safety inspection,622.04,57310
726,7844,2023-01-16,Full detailing and cleaning,256.94,18484
727,1922,2024-04-26,Battery replacement,446.53,19391
728,4565,2022-08-05,Battery replacement,119.79,52910
729,4086,2022-08-06,Brake pad replacement,997.93,39683
730,9581,2023-03-07,Battery replacement,156.35,55229
731,4338,2026-05-19,Full detailing and cleaning,324.95,35821
732,10450,2025-10-16,Engine diagnostic and tune-up,856.03,73150
733,7387,2026-06-12,Coolant system flush,507.97,11094
734,7754,2025-07-21,Tire rotation and balancing,993.19,9068
735,14186,2024-07-04,Windshield wiper replacement,807.9,22917
736,3628,2025-10-06,Spark plug replacement,727.52,625
737,1957,2023-06-02,Air conditioning service,550.94,38470
738,9252,2024-01-25,Headlight replacement,321.24,17988
739,1524,2023-12-07,Battery replacement,545.75,61446
740,3293,2024-07-04,Coolant system flush,691,103193
741,9564,2024-10-08,Spark plug replacement,184.04,78559
742,9181,2023-08-20,Brake pad replacement,337.77,49394
743,14306,2026-06-13,Routine oil and filter change,567.44,58127
744,8586,2023-05-19,Annual safety inspection,251.93,21184
745,5565,2023-05-23,Annual safety inspection,878.61,18254
746,14015,2025-01-31,Air conditioning service,509.12,14802
747,1367,2023-11-06,Windshield wiper replacement,454.26,27128
748,2590,2025-06-13,Full detailing and cleaning,309.46,8523
749,13669,2025-03-20,Suspension repair,749.41,22228
750,7960,2025-06-28,Full detailing and cleaning,611.27,39277
751,2239,2023-10-12,Suspension repair,136.58,2235
752,9677,2024-01-02,Engine diagnostic and tune-up,209.67,270
753,12745,2024-09-12,Tire rotation and balancing,862.07,21051
754,6036,2023-06-09,Spark plug replacement,650.55,73864
755,7131,2025-12-29,Battery replacement,710.83,4457
756,8895,2026-02-26,Annual safety inspection,141.4,9149
757,6650,2025-07-07,Annual safety inspection,159.04,31456
758,7409,2025-07-17,Tire rotation and balancing,741.51,20752
759,1226,2024-01-24,Battery replacement,679.04,5449
760,12914,2025-10-08,Brake pad replacement,758.12,13608
761,5151,2023-10-25,Headlight replacement,109.39,91226
762,14529,2025-09-27,Windshield wiper replacement,963.75,37413
763,8769,2025-03-18,Brake pad replacement,679.4,4145
764,7114,2023-10-03,Headlight replacement,553.06,168190
765,13369,2022-09-30,Engine diagnostic and tune-up,835.31,28238
766,1410,2023-10-06,Full detailing and cleaning,225.72,13289
767,10504,2023-07-10,Wheel alignment,701.87,33605
768,12258,2025-11-16,Annual safety inspection,434.98,5594
769,9157,2023-12-04,Battery replacement,550.1,8197
770,4854,2025-01-17,Annual safety inspection,137,59658
771,5902,2025-11-29,Full detailing and cleaning,136.94,24959
772,6243,2023-04-13,Suspension repair,619.41,21770
773,12868,2024-05-24,Tire rotation and balancing,674.08,3896
774,10991,2023-06-28,Coolant system flush,674.74,658
775,12877,2022-12-14,Windshield wiper replacement,520.43,17255
776,5243,2022-07-23,Headlight replacement,60.42,173089
777,6887,2024-12-27,Coolant system flush,685.75,34733
778,9767,2022-07-09,Engine diagnostic and tune-up,223.19,7965
779,2756,2025-03-20,Tire rotation and balancing,644.66,2830
780,1997,2024-06-26,Routine oil and filter change,433.36,28665
781,7065,2024-10-05,Annual safety inspection,170.61,76339
782,5036,2022-09-02,Air conditioning service,374.01,48109
783,13921,2023-04-20,Wheel alignment,375.03,68101
784,7609,2022-10-12,Tire rotation and balancing,810.79,11754
785,101,2025-01-15,Full detailing and cleaning,508.37,2615
786,2236,2024-01-24,Transmission fluid flush,404.44,19287
787,11617,2024-02-11,Brake pad replacement,655.85,69886
788,2749,2024-02-26,Wheel alignment,472.82,87005
789,4184,2025-12-23,Battery replacement,649.91,4684
790,12301,2026-05-03,Engine diagnostic and tune-up,74.43,1863
791,11648,2024-12-30,Full detailing and cleaning,635.88,4159
792,13789,2025-05-06,Tire rotation and balancing,473.01,18907
